,,,,,,STRUTS/,TIME,,TIME TO,DIST TO,,,,
88,Long Lake,O83,R182,adult,06-Apr,19,0.284027778,0.28125,-0.002777778,3,,,,
88,Long Lake,O83,R182,adult,04-May,23,0.274305556,0.249305556,-0.025,3,,,,
88,Long Lake,O83,R182,adult,03-Apr,6,0.295138889,0.282638889,-0.0125,3,1,,,
88,Long Lake,O92,P565,adult,24-Apr,35,0.243055556,0.260416667,0.017361111,0,,,,
88,Long Lake,O92,P565,adult,04-Apr,23,0.300694444,0.282638889,-0.018055556,3,,,,
88,Long Lake,R105,R106,adult,01-Apr,0,0.294444444,0.245833333,-0.048611111,0,,,,
88,Long Lake,R150,W471,juven,06-May,23,0.259027778,0.249305556,-0.009722222,0,,,,
88,Long Lake,R182,O83,adult,26-Apr,5,0.253472222,0.256944444,0.003472222,3,,,,
88,Long Lake,W409,W408,adult,29-Mar,0,0.256944444,0.246527778,-0.010416667,0,,,,
88,Long Lake,W438,B248,adult,18-Apr,35,0.289583333,0.26875,-0.020833333,1,,,,
88,Long Lake,W438,B238,adult,08-May,3,0.254166667,0.248611111,-0.005555556,1,,,,
88,Long Lake,W470,O31,adult,13-Apr,30,0.296527778,0.274305556,-0.022222222,1,,,,
88,Long Lake,W486,R185,adult,29-Mar,3,0.256944444,0.246527778,-0.010416667,0,1,,,
88,Long Lake,W486,R185,adult,28-Apr,33,0.25,0.255555556,0.005555556,1,1,,,
88,Long Lake,W486,R185,adult,16-May,33,0.235416667,0.242361111,0.006944444,1,1,,,
88,Long Lake,W486,R185,adult,13-May,28,0.263194444,0.245833333,-0.017361111,1,1,,,
88,Long Lake,W486,R185,adult,13-May,36,0.229166667,0.245833333,0.016666667,1,1,,,
88,Long Lake,W486,R185,adult,26-Apr,26,0.236805556,0.256944444,0.020138889,1,,,,
88,Long Lake,W486,R185,adult,15-Apr,31,0.270138889,0.272222222,0.002083333,1,1,,,
88,Long Lake,W486,R185,adult,10-Apr,32,0.273611111,0.275,0.001388889,1,1,,,
88,Long Lake,W486,R185,adult,15-Apr,35,0.264583333,0.272222222,0.007638889,1,1,,,
88,Long Lake,W486,R185,adult,10-Apr,27,0.292361111,0.275,-0.017361111,1,1,,,
88,Long Lake,W486,R185,adult,15-Apr,30,0.277083333,0.272222222,-0.004861111,1,1,,,
88,Long Lake,W486,R185,adult,20-Apr,36,0.277777778,0.266666667,-0.011111111,1,1,,,
88,Long Lake,W486,R185,adult,21-Apr,39,0.266666667,0.265972222,-0.000694444,1,1,,,
88,Long Lake,W486,R185,adult,18-Apr,0,0.273611111,0.26875,-0.004861111,3,1,,,
88,Long Lake,W486,R185,adult,03-Apr,1,0.319444444,0.282638889,-0.036805556,3,1,,,
88,Long Lake,W486,R185,adult,03-Apr,5,0.295138889,0.282638889,-0.0125,3,1,,,
88,Long Lake,W486,R185,adult,04-Apr,5,0.286805556,0.282638889,-0.004166667,3,1,,,
88,Long Lake,Y,B247,adult,29-Apr,13,0.256944444,0.254861111,-0.002083333,0,,,,
88,Long Lake,Y,B247,adult,10-May,36,0.229166667,0.247222222,0.018055556,1,1,,,
88,Long Lake,Y,B247,adult,18-Apr,26,0.277777778,0.26875,-0.009027778,3,,,,
88,Long Lake,Y,G381,adult,13-Apr,25,0.288888889,0.274305556,-0.014583333,3,,,,
88,Long Lake,Y,G381,adult,09-Apr,13,0.25,0.276388889,0.026388889,3,,,,
88,Long Lake,Y,O72,adult,28-Apr,25,0.254166667,0.255555556,0.001388889,1,,,,
88,Long Lake,Y,O72,adult,26-Apr,21,0.259722222,0.256944444,-0.002777778,1,,,,
88,Long Lake,Y,O72,adult,13-May,23,0.263194444,0.245833333,-0.017361111,1,,,,
88,Long Lake,Y,O72,adult,04-May,0,0.2625,0.249305556,-0.013194444,1,,,,
88,Long Lake,Y,O72,adult,18-Apr,42,0.267361111,0.26875,0.001388889,1,1,,,
88,Long Lake,Y,O72,adult,20-Apr,30,0.265277778,0.266666667,0.001388889,1,1,,,
88,Long Lake,Y,O72,adult,18-Apr,0,0.285416667,0.26875,-0.016666667,3,1,,,
88,Long Lake,Y,R172,adult,06-May,0,0.234027778,0.249305556,0.015277778,0,,,,
88,Long Lake,Y,R172,adult,25-Apr,32,0.251388889,0.258333333,0.006944444,1, ,,,
88,Long Lake,Y,R172,adult,21-Apr,31,0.271527778,0.265972222,-0.005555556,1,,,,
88,Long Lake,Y,R172,adult,29-Apr,30,0.243055556,0.254861111,0.011805556,1,1,,,
88,Long Lake,Y,R172,adult,09-Apr,15,0.275,0.276388889,0.001388889,1,,,,
88,Long Lake,Y,R172,adult,15-Apr,18,0.286111111,0.272222222,-0.013888889,4,,,,
,,,,,,,,,,,,,,
88,North,B209,W410,adult,27-Mar,14,0.263194444,0.248611111,-0.014583333,0,,,,
88,North,B209,W410,adult,16-Apr,34,0.29375,0.270833333,-0.022916667,3,,,,
88,North,B285,B279,adult,05-Apr,0,0.286805556,0.281944444,-0.004861111,0,,,,
88,North,B285,B279,adult,17-Apr,2,0.294444444,0.269444444,-0.025,0,,,,
88,North,B285,B279,adult,07-Apr,27,0.275694444,0.280555556,0.004861111,1,,,,
88,North,B285,B279,adult,10-Apr,25,0.275694444,0.275,-0.000694444,1,,,,
88,North,B285,B279,adult,13-Apr,1,0.295833333,0.274305556,-0.021527778,2,,,,
88,North,B285,B279,adult,19-Apr,3,0.30625,0.268055556,-0.038194444,3,,,,
88,North,B285,B279,adult,16-Apr,0,0.300694444,0.270833333,-0.029861111,3,,,,
88,North,G301,G302,adult,29-Mar,5,0.279166667,0.246527778,-0.032638889,0,,,,
88,North,G301,G302,adult,29-Mar,18,0.261805556,0.246527778,-0.015277778,0,,,,
88,North,G301,G302,adult,29-Mar,2,0.243055556,0.246527778,0.003472222,0,,,,
88,North,G301,G302,adult,13-Apr,23,0.291666667,0.274305556,-0.017361111,0,,,,
88,North,G301,G302,adult,01-Apr,16,0.269444444,0.245833333,-0.023611111,0,,,,
88,North,G301,G302,adult,27-Mar,18,0.263888889,0.248611111,-0.015277778,0,,,,
88,North,G301,G302,adult,01-Apr,27,0.281944444,0.245833333,-0.036111111,0,,,,
88,North,G301,G302,adult,07-Apr,22,0.292361111,0.280555556,-0.011805556,0,,,,
88,North,G301,G302,adult,27-Mar,24,0.254861111,0.248611111,-0.00625,0,,,,
88,North,G301,G302,adult,23-Mar,8,0.28125,0.252777778,-0.028472222,0,,,,
88,North,G301,G302,adult,27-Mar,6,0.251388889,0.248611111,-0.002777778,0,,,,
88,North,G301,G302,adult,05-Apr,3,0.286805556,0.281944444,-0.004861111,0,,,,
88,North,G301,G302,adult,25-Mar,0,0.261805556,0.251388889,-0.010416667,0,,,,
88,North,G301,G302,adult,23-Mar,0,0.290277778,0.252777778,-0.0375,0,,,,
88,North,G301,G302,adult,05-Apr,15,0.275,0.281944444,0.006944444,0,,,,
88,North,G301,G302,adult,23-Mar,12,0.285416667,0.252777778,-0.032638889,0,,,,
88,North,G301,G302,adult,25-Mar,14,0.245833333,0.251388889,0.005555556,1,,,,
88,North,G301,G302,adult,10-Apr,29,0.282638889,0.275,-0.007638889,1,,,,
88,North,G301,G302,adult,03-Apr,7,0.304861111,0.282638889,-0.022222222,3,,,,
88,North,G301,G302,adult,02-Apr,11,0.248611111,0.245138889,-0.003472222,3,,,,
88,North,G301,G302,adult,03-Apr,5,0.291666667,0.282638889,-0.009027778,3,,,,
88,North,G301,G302,adult,02-Apr,10,0.266666667,0.245138889,-0.021527778,3,,,,
88,North,G390,W482,adult,01-Apr,22,0.265277778,0.245833333,-0.019444444,0,,,,
88,North,G390,W482,adult,05-Apr,10,0.270833333,0.281944444,0.011111111,0,,,,
88,North,G390,W482,adult,05-Apr,0,0.297916667,0.281944444,-0.015972222,0,,,,
88,North,G390,W482,adult,13-Apr,17,0.291666667,0.274305556,-0.017361111,0,,,,
88,North,G390,W482,adult,10-Apr,36,0.261111111,0.275,0.013888889,1,,,,
88,North,G390,W482,adult,03-Apr,0,0.310416667,0.282638889,-0.027777778,3,,,,
88,North,G390,W482,adult,03-Apr,6,0.304861111,0.282638889,-0.022222222,3,,,,
88,North,O44,O48,adult,16-Apr,41,0.29375,0.270833333,-0.022916667,1,,,,
88,North,O44,O48,adult,15-Apr,40,0.271527778,0.272222222,0.000694444,1,1,,,
88,North,O44,O48,adult,13-Apr,37,0.293055556,0.274305556,-0.01875,1,,,,
88,North,O44,O48,adult,17-Apr,45,0.277777778,0.269444444,-0.008333333,1,1,,,
88,North,O44,O48,adult,10-Apr,15,0.297222222,0.275,-0.022222222,3,,,,
88,North,O9,W462,adult,10-Apr,16,0.278472222,0.275,-0.003472222,1,,,,
88,North,O9,W462,adult,15-Apr,38,0.276388889,0.272222222,-0.004166667,1,1,,,
88,North,O9,W462,adult,16-Apr,37,0.265972222,0.270833333,0.004861111,1,1,,,
88,North,O9,W462,adult,10-Apr,31,0.260416667,0.275,0.014583333,1,,,,
88,North,O9,W462,adult,17-Apr,18,0.289583333,0.269444444,-0.020138889,1,,,,
88,North,O9,W462,adult,13-Apr,42,0.28125,0.274305556,-0.006944444,1,,,,
88,North,R102,R101,adult,27-Mar,16,0.24375,0.248611111,0.004861111,0,,,,
88,North,R102,R101,adult,05-Apr,7,0.276388889,0.281944444,0.005555556,0,,,,
88,North,R102,R101,adult,01-Apr,17,0.257638889,0.245833333,-0.011805556,0,,,,
88,North,R102,R101,adult,05-Apr,8,0.290972222,0.281944444,-0.009027778,0,,,,
88,North,R102,R101,adult,29-Mar,9,0.256944444,0.246527778,-0.010416667,0,,,,
88,North,R102,R101,adult,01-Apr,11,0.283333333,0.245833333,-0.0375,0,,,,
88,North,R102,R101,adult,29-Mar,0,0.290972222,0.246527778,-0.044444444,0,,,,
88,North,R102,R101,adult,29-Mar,11,0.268055556,0.246527778,-0.021527778,0,,,,
88,North,R102,R101,adult,05-Apr,38,0.263888889,0.281944444,0.018055556,1,,,,
88,North,R102,R101,adult,17-Apr,27,0.277777778,0.269444444,-0.008333333,1,,,,
88,North,R102,R101,adult,16-Apr,38,0.265972222,0.270833333,0.004861111,1,,,,
88,North,R102,R101,adult,25-Mar,17,0.25,0.251388889,0.001388889,1,,,,
88,North,R102,R101,adult,25-Mar,13,0.261805556,0.251388889,-0.010416667,2,,,,
88,North,R102,R101,adult,13-Apr,34,0.276388889,0.274305556,-0.002083333,2,,,,
88,North,R102,R101,adult,02-Apr,15,0.248611111,0.245138889,-0.003472222,3,,,,
88,North,R102,R101,adult,03-Apr,9,0.310416667,0.282638889,-0.027777778,3,,,,
88,North,R102,R101,adult,03-Apr,29,0.2875,0.282638889,-0.004861111,3,,,,
88,North,R109,B273,adult,29-Mar,11,0.290972222,0.246527778,-0.044444444,0,1,,,
88,North,R109,B273,adult,05-Apr,4,0.293055556,0.281944444,-0.011111111,0,1,,,
88,North,R109,B273,adult,27-Mar,4,0.249305556,0.248611111,-0.000694444,0,1,,,
88,North,R109,B273,adult,27-Mar,16,0.25625,0.248611111,-0.007638889,0,1,,,
88,North,R109,B273,adult,27-Mar,4,0.243055556,0.248611111,0.005555556,0,1,,,
88,North,R109,B273,adult,01-Apr,13,0.254166667,0.245833333,-0.008333333,0,1,,,
88,North,R109,B273,adult,01-Apr,9,0.238888889,0.245833333,0.006944444,0,1,,,
88,North,R109,B273,adult,29-Mar,2,0.268055556,0.246527778,-0.021527778,0,1,,,
88,North,R109,B273,adult,23-Mar,5,0.28125,0.252777778,-0.028472222,0,1,,,
88,North,R109,B273,adult,23-Mar,0,0.290277778,0.252777778,-0.0375,0,1,,,
88,North,R109,B273,adult,29-Mar,9,0.256944444,0.246527778,-0.010416667,0,1,,,
88,North,R109,B273,adult,10-Apr,34,0.285416667,0.275,-0.010416667,1,1,,,
88,North,R109,B273,adult,10-Apr,36,0.293055556,0.275,-0.018055556,1,1,,,
88,North,R109,B273,adult,10-Apr,35,0.261111111,0.275,0.013888889,1,1,,,
88,North,R109,B273,adult,13-Apr,41,0.276388889,0.274305556,-0.002083333,1,1,,,
88,North,R109,B273,adult,25-Mar,4,0.245833333,0.251388889,0.005555556,1,1,,,
88,North,R109,B273,adult,25-Mar,18,0.261805556,0.251388889,-0.010416667,1,1,,,
88,North,R109,B273,adult,07-Apr,22,0.280555556,0.280555556,0,1,1,,,
88,North,R109,B273,adult,03-Apr,31,0.277777778,0.282638889,0.004861111,2,1,,,
88,North,R109,B273,adult,03-Apr,0,0.315972222,0.282638889,-0.033333333,3,1,,,
88,North,R109,B273,adult,02-Apr,18,0.277083333,0.245138889,-0.031944444,3,1,,,
88,North,R109,B273,adult,02-Apr,9,0.238888889,0.245138889,0.00625,3,1,,,
88,North,R109,B273,adult,28-Mar,14,0.248611111,0.247222222,-0.001388889,3,1,,,
88,North,R109,B273,adult,02-Apr,11,0.266666667,0.245138889,-0.021527778,3,1,,,
88,North,W401,W402,adult,29-Mar,14,0.261805556,0.246527778,-0.015277778,0,,,,
88,North,W401,W402,adult,25-Mar,6,0.261805556,0.251388889,-0.010416667,0,,,,
88,North,W401,W402,adult,29-Mar,17,0.243055556,0.246527778,0.003472222,0,,,,
88,North,W401,W402,adult,27-Mar,11,0.259722222,0.248611111,-0.011111111,0,,,,
88,North,W401,W402,adult,01-Apr,13,0.250694444,0.245833333,-0.004861111,0,,,,
88,North,W401,W402,adult,29-Mar,2,0.279166667,0.246527778,-0.032638889,0,,,,
88,North,W401,W402,adult,01-Apr,14,0.275694444,0.245833333,-0.029861111,0,,,,
88,North,W401,W402,adult,13-Apr,39,0.286111111,0.274305556,-0.011805556,1,,,,
88,North,W401,W402,adult,03-Apr,32,0.322222222,0.282638889,-0.039583333,1,,,,
88,North,W401,W402,adult,05-Apr,27,0.265277778,0.281944444,0.016666667,1,,,,
88,North,W401,W402,adult,25-Mar,14,0.25,0.251388889,0.001388889,1,,,,
88,North,W401,W402,adult,05-Apr,25,0.284027778,0.281944444,-0.002083333,1,,,,
88,North,W401,W402,adult,07-Apr,32,0.2875,0.280555556,-0.006944444,1,,,,
88,North,W401,W402,adult,03-Apr,37,0.273611111,0.282638889,0.009027778,1,,,,
88,North,W401,W402,adult,10-Apr,29,0.254166667,0.275,0.020833333,3,,,,
88,North,W401,W402,adult,02-Apr,3,0.248611111,0.245138889,-0.003472222,3,,,,
88,North,W401,W402,adult,02-Apr,12,0.238888889,0.245138889,0.00625,3,,,,
88,North,W401,W402,adult,02-Apr,0,0.266666667,0.245138889,-0.021527778,3,,,,
88,North,W401,W402,adult,02-Apr,21,0.277083333,0.245138889,-0.031944444,3,,,,
88,North,W426,P543,adult,04-May,7,0.238888889,0.25,0.011111111,0,,,,
88,North,W426,P543,adult,15-Apr,7,0.286111111,0.272222222,-0.013888889,0,,,,
88,North,W426,P543,adult,17-Apr,2,0.294444444,0.269444444,-0.025,0,,,,
88,North,W426,P543,adult,26-Apr,22,0.251388889,0.256944444,0.005555556,1,,,,
88,North,W426,P543,adult,15-Apr,37,0.29375,0.272222222,-0.021527778,1,,,,
88,North,W426,P543,adult,16-Apr,34,0.282638889,0.270833333,-0.011805556,2,,,,
88,North,W426,P543,adult,19-Apr,12,0.313888889,0.268055556,-0.045833333,3,,,,
88,North,W432,B234,adult,17-Apr,1,0.302083333,0.269444444,-0.032638889,0,,,,
88,North,W432,B234,adult,04-May,0,0.238888889,0.25,0.011111111,0,,,,
88,North,W432,B234,adult,16-Apr,34,0.271527778,0.270833333,-0.000694444,1,,,,
88,North,W432,B234,adult,19-Apr,34,0.275694444,0.268055556,-0.007638889,1,1,,,
88,North,W432,B234,adult,19-Apr,36,0.26875,0.268055556,-0.000694444,1,1,,,
88,North,W432,B234,adult,15-Apr,29,0.286111111,0.272222222,-0.013888889,2,,,,
88,North,W481,G388,adult,05-Apr,4,0.296527778,0.281944444,-0.014583333,0,,,,
88,North,W481,G388,adult,19-Apr,40,0.26875,0.268055556,-0.000694444,1,1,,,
88,North,W481,G388,adult,05-Apr,20,0.269444444,0.281944444,0.0125,1,,,,
88,North,W481,G388,adult,15-Apr,37,0.271527778,0.272222222,0.000694444,1,,,,
88,North,W481,G388,adult,17-Apr,22,0.283333333,0.269444444,-0.013888889,1,,,,
88,North,W481,G388,adult,16-Apr,22,0.271527778,0.270833333,-0.000694444,1,,,,
88,North,W481,G388,adult,02-Apr,12,0.277083333,0.245138889,-0.031944444,3,,,,
88,North,W481,G388,adult,13-Apr,0,0.303472222,0.274305556,-0.029166667,3,,,,
88,North,Y,P540,adult,07-Apr,0,0.296527778,0.280555556,-0.015972222,0,,,,
88,North,Y,G384,adult,16-Apr,43,0.282638889,0.270833333,-0.011805556,1,,,,
88,North,Y,G384,adult,15-Apr,40,0.276388889,0.272222222,-0.004166667,1,,,,
88,North,Y,G384,adult,13-Apr,26,0.299305556,0.274305556,-0.025,2,,,,
88,North,Y,G384,adult,17-Apr,40,0.289583333,0.269444444,-0.020138889,2,,,,
,,,,,,,,,,,,,,
88,S. Fetter,R190,R179,adult,09-Apr,38,0.295138889,0.276388889,-0.01875,1,,,,
88,S. Fetter,R190,R179,adult,09-Apr,38,0.315277778,0.276388889,-0.038888889,1,,,,
88,S. Fetter,R190,R179,adult,10-Apr,35,0.2875,0.275,-0.0125,1,,,,
88,S. Fetter,R190,R179,adult,09-Apr,37,0.283333333,0.276388889,-0.006944444,2,,,,
88,S. Fetter,W434,R167,adult,10-Apr,22,0.31875,0.275,-0.04375,2,,,,
88,S. Fetter,W469,O80,adult,09-Apr,31,0.277083333,0.276388889,-0.000694444,1,,,,
88,S. Fetter,W469,O80,adult,09-Apr,17,0.295138889,0.276388889,-0.01875,3,,,,
88,S. Fetter,Y,G386,adult,07-Apr,26,0.275,0.280555556,0.005555556,0,,,,
88,S. Fetter,Y,G386,adult,07-Apr,24,0.259722222,0.280555556,0.020833333,1,,,,
,,,,,,,,, ,,,,,
88,Wind. Dam,G371,B277,adult,14-Apr,13,0.2625,0.272916667,0.010416667,2,,,,
88,Wind. Dam,G371,B277,adult,14-Apr,6,0.276388889,0.272916667,-0.003472222,3,,,,
88,Wind. Dam,Y,O15,adult,14-Apr,31,0.268055556,0.272916667,0.004861111,1,,,,
88,Wind. Dam,Y,O15,adult,14-Apr,24,0.280555556,0.272916667,-0.007638889,3,,,,
,,,,,,,,,,,,,,
88,Cordingly,b,p, ,11-Apr,29,0.273611111,0.275,0.001388889,2,,,,
88,Cordingly,B265,B264,adult,29-Apr,0,0.25,0.254861111,0.004861111,0,,,,
88,Cordingly,B265,B264,adult,15-Apr,39,0.268055556,0.272222222,0.004166667,1,,,,
88,Cordingly,B265,B264,adult,16-Apr,22,0.303472222,0.270833333,-0.032638889,2,,,,
88,Cordingly,B265,B264,adult,16-Apr,30,0.265972222,0.270833333,0.004861111,3,,,,
88,Cordingly,G334,W475,adult,11-Apr,27,0.270833333,0.275,0.004166667,3,,,,
88,Cordingly,O66,P556,adult,16-Apr,31,0.252777778,0.270833333,0.018055556,1,,,,
88,Cordingly,O66,P556,adult,16-Apr,32,0.290972222,0.270833333,-0.020138889,1,1,,,
88,Cordingly,O66,P556,adult,14-Apr,20,0.26875,0.272916667,0.004166667,1,,,,
88,Cordingly,O66,P556,adult,15-Apr,32,0.270833333,0.272222222,0.001388889,1,,,,
88,Cordingly,O66,P556,adult,15-Apr,36,0.259027778,0.272222222,0.013194444,1,,,,
88,Cordingly,O66,P556,adult,11-Apr,31,0.267361111,0.275,0.007638889,2,,,,
88,Cordingly,r,b,,16-Apr,25,0.275,0.270833333,-0.004166667,3,,,,
88,Cordingly,r,b,,14-Apr,23,0.278472222,0.272916667,-0.005555556,3,,,,
88,Cordingly,W430,R178,adult,14-Apr,4,0.273611111,0.272916667,-0.000694444,0,,,,
88,Cordingly,W430,R178,adult,16-Apr,13,0.297222222,0.270833333,-0.026388889,1,,,,
88,Cordingly,W430,R178,adult,16-Apr,33,0.260416667,0.270833333,0.010416667,3,,,,
88,Cordingly,W430,R178,adult,15-Apr,17,0.265277778,0.272222222,0.006944444,3,,,,
,,,,,,,,,,,,,,
88,Sybille,o,y,,16-Apr,37,0.270833333,0.270833333,0,1,,,,
88,Sybille,o,y,,24-Apr,38,0.291666667,0.260416667,-0.03125,1,,,,
88,Sybille,o,y,,12-May,20,0.260416667,0.245833333,-0.014583333,1,1,,,
88,Sybille,O732,G1030,adult,20-Apr,42,0.277777778,0.266666667,-0.011111111,1,,,,
88,Sybille,O99,W483,adult,20-Apr,42,0.273611111,0.266666667,-0.006944444,1,,,,
88,Sybille,O99,W483,adult,14-Apr,29,0.305555556,0.272916667,-0.032638889,1,,,,
88,Sybille,O99,W483,adult,24-Apr,36,0.298611111,0.260416667,-0.038194444,1,,,,
88,Sybille,O99,W483,adult,13-May,31,0.261805556,0.245833333,-0.015972222,1,,,,
88,Sybille,O99,W483,adult,15-Apr,31,0.28125,0.272222222,-0.009027778,1,,,,
88,Sybille,O99,W483,adult,15-Apr,22,0.295138889,0.272222222,-0.022916667,3,,,,
88,Sybille,W488,W487,adult,14-Apr,38,0.319444444,0.272916667,-0.046527778,1,1,,,
88,Sybille,W488,W487,adult,15-Apr,35,0.279166667,0.272222222,-0.006944444,1,,,,
88,Sybille,W488,W487,adult,16-Apr,39,0.282638889,0.270833333,-0.011805556,1,1,,,
88,Sybille,W488,W487,adult,15-Apr,37,0.295138889,0.272222222,-0.022916667,1,1,,,
88,Sybille,W618,Y1188,adult,09-May,13,0.288194444,0.248611111,-0.039583333,0,,,,
88,Sybille,W618,Y1188,adult,09-May,16,0.261805556,0.248611111,-0.013194444,0,,,,
88,Sybille,W618,Y1188,adult,20-Apr,30,0.258333333,0.266666667,0.008333333,1,,,,
88,Sybille,W618,Y1188,adult,13-May,13,0.26875,0.245833333,-0.022916667,3,,,,
88,Sybille,W618,Y1188,adult,06-May,11,0.266666667,0.249305556,-0.017361111,3,,,,
88,Sybille,W619,O725,adult,09-May,39,0.239583333,0.248611111,0.009027778,0,,,,
88,Sybille,W619,O725,adult,20-Apr,41,0.270833333,0.266666667,-0.004166667,1,,,,
88,Sybille,W619,O725,adult,09-May,36,0.25625,0.248611111,-0.007638889,1,1,,,
88,Sybille,W619,O725,adult,13-May,35,0.236111111,0.245833333,0.009722222,2,,,,
88,Sybille,W619,O725,adult,09-May,10,0.284722222,0.248611111,-0.036111111,3,1,,,
88,Sybille,W619,O725,adult,11-May,0,0.240972222,0.246527778,0.005555556,3,,,,
88,Sybille,W619,O725,adult,12-May,39,0.227083333,0.245833333,0.01875,3,,,,
88,Sybille,W619,O725,adult,06-May,17,0.252777778,0.249305556,-0.003472222,4,,,,
88,Sybille,Y,B235,adult,09-May,0,0.248611111,0.248611111,0,0,,,,
88,Sybille,Y,B235,adult,20-Apr,33,0.286111111,0.266666667,-0.019444444,1,1,,,
88,Sybille,Y,B235,adult,16-Apr,31,0.263888889,0.270833333,0.006944444,1,,,,
88,Sybille,Y,B235,adult,29-Apr,35,0.239583333,0.254861111,0.015277778,1,,,,
88,Sybille,Y,B235,adult,09-May,10,0.280555556,0.248611111,-0.031944444,2,,,,
88,Sybille,Y,B235,adult,13-May,1,0.240972222,0.245833333,0.004861111,3,,,,
88,Sybille,Y,B235,adult,11-May,8,0.243055556,0.246527778,0.003472222,3,,,,
88,Sybille,Y,B235,adult,12-May,0,0.236805556,0.245833333,0.009027778,3,,,,
88,Sybille,Y,G364,adult,09-May,4,0.266666667,0.248611111,-0.018055556,0,,,,
88,Sybille,Y,G364,adult,25-Apr,22,0.288194444,0.258333333,-0.029861111,1,1,,,
88,Sybille,Y,G364,adult,20-Apr,33,0.270138889,0.266666667,-0.003472222,2,,,,
