"l_tag","left_tag_colour","left_tag_number","r_tag","right_tag_colour","right_tag_number","year","month","day","lek","age","struts_5_min","time_strut","sunrise","time_to_sunrise","dist_to_hens","breed","malaria","lice"
"R109","R","109","B273","B","273","1987",4,"18","north","adult","35","0.260416667","0.263888889","-0.003472222","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"10","north","adult","40","0.263888889","0.276388889","-0.0125","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"05","north","adult","21","0.289583333","0.283333333","0.00625","0","1","0","0"
"R109","R","109","B273","B","273","1987",4,"11","north","adult","43","0.296527778","0.275","0.021527778","4","1","0","0"
"R109","R","109","B273","B","273","1987",4,"05","north","adult","11","0.3","0.283333333","0.016666667","0","1","0","0"
"R109","R","109","B273","B","273","1987",4,"05","north","adult","9","0.309027778","0.283333333","0.025694444","0","1","0","0"
"R109","R","109","B273","B","273","1987",4,"15","north","adult","1","0.299305556","0.268055556","0.03125","3","1","0","0"
"R109","R","109","B273","B","273","1987",4,"19","north","adult","16","0.284722222","0.263194444","0.021527778","4","1","0","0"
"R109","R","109","B273","B","273","1987",4,"19","north","adult","32","0.277777778","0.263194444","0.014583333","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"08","north","adult","39","0.267361111","0.278472222","-0.011111111","4","1","0","0"
"R109","R","109","B273","B","273","1987",4,"15","north","adult","39","0.25625","0.268055556","-0.011805556","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"17","north","adult","35","0.254166667","0.265277778","-0.011111111","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"15","north","adult","38","0.29375","0.268055556","0.025694444","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"14","north","adult","4","0.292361111","0.270833333","0.021527778","4","1","0","0"
"R109","R","109","B273","B","273","1987",4,"22","north","adult","34","0.254861111","0.259027778","-0.004166667","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"17","north","adult","34","0.301388889","0.265277778","0.036111111","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"16","north","adult","39","0.255555556","0.267361111","-0.011805556","1","1","0","0"
"R113","R","113","R111","R","111","1987",4,"13","mud_springs","adult","15","0.283333333","0.272916667","0.010416667","1","0","0","0"
"R124","R","124","B224","B","224","1987",4,"17","broken_wing","adult","30","0.252777778","0.265277778","-0.0125","3","0","0","0"
"R125","R","125","R122","R","122","1987",4,"19","sybille_springs","adult","21","0.271527778","0.263194444","0.008333333","1","0","0","0"
"R136","R","136","P584","P","584","1987",4,"17","sybille_springs","adult","37","0.284722222","0.265277778","0.019444444","1","0","0","0"
"R184","R","184","O85","O","85","1987",4,"24","south_fetterman","juven","36","0.274305556","0.257638889","0.016666667","3","0",NA,NA
"R184","R","184","O85","O","85","1987",4,"24","south_fetterman","juven","10","0.291666667","0.257638889","0.034027778","0","0",NA,NA
"R190","R","190","R179","R","179","1987",4,"23","south_fetterman","adult","2","0.243055556","0.257638889","-0.014583333","4","0",NA,NA
"R191","R","191","B269","B","269","1987",4,"16","long_lake","adult","31","0.277777778","0.267361111","0.010416667","1","0","0","0"
"R191","R","191","B269","B","269","1987",4,"17","long_lake","adult","32","0.270833333","0.265277778","0.005555556","3","0","0","0"
"R191","R","191","B269","B","269","1987",4,"11","long_lake","adult","29","0.280555556","0.275","0.005555556","1","0","0","0"
"R191","R","191","B269","B","269","1987",4,"16","long_lake","adult","5","0.295138889","0.267361111","0.027777778","2","0","0","0"
"R192","R","192","B267","B","267","1987",4,"27","mud_springs","adult","0","0.254861111","0.254861111","0","4","0","0","1"
"R192","R","192","B267","B","267","1987",4,"25","mud_springs","adult","15","0.286111111","0.25625","0.029861111","1","0","0","1"
"R192","R","192","B267","B","267","1987",4,"13","mud_springs","adult","11","0.26875","0.272916667","-0.004166667","4","0","0","1"
"R197","R","197","O36","O","36","1987",4,"27","mud_springs","adult","7","0.261805556","0.254861111","0.006944444","4","0",NA,NA
"sore","sore",NA,"G311","G","311","1987",4,"10","broken_wing","adult","6","0.30625","0.276388889","0.029861111","4","0",NA,NA
"W402","W","402","W401","W","401","1987",4,"06","north","adult","41","0.253472222","0.28125","-0.027777778","1","0","0","1"
"W402","W","402","W401","W","401","1987",4,"03","north","adult","21","0.279166667","0.241666667","0.0375","4","0","0","1"
"W402","W","402","W401","W","401","1987",4,"03","north","adult","19","0.272222222","0.241666667","0.030555556","4","0","0","1"
"W402","W","402","W401","W","401","1987",4,"11","north","adult","18","0.303472222","0.275","0.028472222","4","0","0","1"
"W402","W","402","W401","W","401","1987",4,"03","north","adult","25","0.255555556","0.241666667","0.013888889","4","0","0","1"
"W402","W","402","W401","W","401","1987",4,"08","north","adult","33","0.274305556","0.278472222","-0.004166667","4","0","0","1"
"W402","W","402","W401","W","401","1987",4,"08","north","adult","28","0.315972222","0.278472222","0.0375","4","0","0","1"
"W402","W","402","W401","W","401","1987",4,"15","north","adult","28","0.265277778","0.268055556","-0.002777778","1","0","0","1"
"W402","W","402","W401","W","401","1987",4,"17","north","adult","8","0.277083333","0.265277778","0.011805556","3","0","0","1"
"W402","W","402","W401","W","401","1987",4,"18","north","adult","20","0.272916667","0.263888889","0.009027778","3","0","0","1"
"W402","W","402","W401","W","401","1987",4,"19","north","adult","13","0.267361111","0.263194444","0.004166667","3","0","0","1"
"W402","W","402","W401","W","401","1987",4,"10","north","adult","23","0.273611111","0.276388889","-0.002777778","3","0","0","1"
"W403","W","403","O1","O","1","1987",4,"10","north","adult","26","0.319444444","0.276388889","0.043055556","4","0","0","1"
"W403","W","403","O1","O","1","1987",4,"13","north","adult","35","0.277083333","0.272916667","0.004166667","1","0","0","1"
"W403","W","403","O1","O","1","1987",4,"10","north","adult","26","0.295833333","0.276388889","0.019444444","4","0","0","1"
"W403","W","403","O1","O","1","1987",3,"31","north","adult","12","0.273611111","0.245138889","0.028472222","4","0","0","1"
"W403","W","403","O1","O","1","1987",3,"31","north","adult","28","0.238888889","0.245138889","-0.00625","4","0","0","1"
"W403","W","403","O1","O","1","1987",4,"08","north","adult","31","0.284722222","0.278472222","0.00625","4","0","0","1"
"W403","W","403","O1","O","1","1987",3,"31","north","adult","0","0.258333333","0.245138889","0.013194444","4","0","0","1"
"W403","W","403","O1","O","1","1987",4,"15","north","adult","10","0.275694444","0.268055556","0.007638889","4","0","0","1"
"W403","W","403","O1","O","1","1987",4,"11","north","adult","37","0.277083333","0.275","0.002083333","4","0","0","1"
"W409","W","409","W408","W","408","1987",4,"05","long_lake","adult","0","0.28125","0.283333333","-0.002083333","4","0","0","1"
"W409","W","409","W408","W","408","1987",4,"08","long_lake","adult","0","0.29375","0.278472222","0.015277778","1","0","0","1"
"W413","W","413","G344","G","344","1987",4,"13","mud_springs","adult","6","0.26875","0.272916667","-0.004166667","2","0","0","0"
"W413","W","413","G344","G","344","1987",4,"13","mud_springs","adult","29","0.309027778","0.272916667","0.036111111","1","1","0","0"
"W413","W","413","G344","G","344","1987",4,"18","mud_springs","adult","22","0.296527778","0.263888889","0.032638889","1","1","0","0"
"W413","W","413","G344","G","344","1987",4,"16","mud_springs","adult","20","0.274305556","0.267361111","0.006944444","1","1","0","0"
"W413","W","413","G344","G","344","1987",4,"25","mud_springs","adult","30","0.278472222","0.25625","0.022222222","1","1","0","0"
"W413","W","413","G344","G","344","1987",4,"27","mud_springs","adult","3","0.254861111","0.254861111","0","4","1","0","0"
"W417","W","417","B299","B","299","1987",4,"19","sybille_springs","adult","34","0.257638889","0.263194444","-0.005555556","4","0",NA,NA
"W417","W","417","B299","B","299","1987",5,"01","sybille_springs","adult","0","0.254861111","0.252083333","0.002777778","0","0",NA,NA
"W417","W","417","B299","B","299","1987",4,"17","sybille_springs","adult","0","0.295138889","0.265277778","0.029861111","4","0",NA,NA
"W418","W","418","W423","W","423","1987",4,"10","broken_wing","adult","17","0.275","0.276388889","-0.001388889","4","0",NA,NA
"W418","W","418","W423","W","423","1987",4,"14","broken_wing","adult","22","0.263888889","0.270833333","-0.006944444","1","0",NA,NA
"W418","W","418","W423","W","423","1987",4,"17","broken_wing","adult","10","0.297222222","0.265277778","0.031944444","1","0",NA,NA
"W418","W","418","W423","W","423","1987",4,"09","broken_wing","adult","18","0.314583333","0.276388889","0.038194444","4","0",NA,NA
"W418","W","418","W423","W","423","1987",4,"09","broken_wing","adult","17","0.292361111","0.276388889","0.015972222","4","0",NA,NA
"W418","W","418","W423","W","423","1987",4,"24","broken_wing","adult","9","0.241666667","0.257638889","-0.015972222","4","0",NA,NA
"W419","W","419","G325","G","325","1987",4,"17","long_lake","adult","35","0.297222222","0.265277778","0.031944444","1","0","0","1"
"W419","W","419","G325","G","325","1987",4,"15","long_lake","adult","32","0.298611111","0.268055556","0.030555556","1","0","0","1"
"W419","W","419","G325","G","325","1987",4,"16","long_lake","adult","12","0.288194444","0.267361111","0.020833333","1","0","0","1"
"W419","W","419","G325","G","325","1987",4,"28","long_lake","adult","13","0.261111111","0.253472222","0.007638889","4","0","0","1"
"W419","W","419","G325","G","325","1987",4,"15","long_lake","adult","26","0.28125","0.268055556","0.013194444","1","0","0","1"
"W419","W","419","G325","G","325","1987",4,"03","long_lake","adult","14","0.260416667","0.241666667","0.01875","0","0","0","1"
"W419","W","419","G325","G","325","1987",4,"05","long_lake","adult","19","0.26875","0.283333333","-0.014583333","4","0","0","1"
"W419","W","419","G325","G","325","1987",4,"30","long_lake","adult","0","0.25625","0.252777778","0.003472222","0","0","0","1"
"W419","W","419","G325","G","325","1987",4,"03","long_lake","adult","30","0.228472222","0.241666667","-0.013194444","0","0","0","1"
"W419","W","419","G325","G","325","1987",5,"03","long_lake","adult","3","0.255555556","0.250694444","0.004861111","4","0","0","1"
"W419","W","419","G325","G","325","1987",4,"08","long_lake","adult","11","0.275","0.278472222","-0.003472222","4","0","0","1"
"W419","W","419","G325","G","325","1987",4,"19","long_lake","adult","12","0.277777778","0.263194444","0.014583333","1","0","0","1"
"W423","W","423","W418","W","418","1987",4,"24","broken_wing","adult","1","0.275","0.257638889","0.017361111","0","0","0","0"
"W447","W","447","W444","W","444","1987",4,"25","mud_springs","adult","29","0.272222222","0.25625","0.015972222","1","1","0","0"
"W448","W","448","G307","G","307","1987",4,"17","broken_wing","adult","28","0.266666667","0.265277778","0.001388889","1","0","1","0"
"W448","W","448","G307","G","307","1987",4,"16","broken_wing","adult","0","0.308333333","0.267361111","0.040972222","3","0","1","0"
"W450","W","450","R110","R","110","1987",4,"09","north","adult","0","0.275","0.276388889","-0.001388889","4","0",NA,NA
"W485","W","485","O82","O","82","1987",4,"28","long_lake","adult","3","0.255555556","0.253472222","0.002083333","4","0",NA,NA
"W486","W","486","R185","R","185","1987",4,"30","long_lake","adult","5","0.264583333","0.252777778","0.011805556","0","0","1","0"
"W486","W","486","R185","R","185","1987",4,"19","long_lake","adult","5","0.267361111","0.263194444","0.004166667","4","0","1","0"
"W486","W","486","R185","R","185","1987",5,"03","long_lake","adult","5","0.249305556","0.250694444","-0.001388889","4","0","1","0"
"W486","W","486","R185","R","185","1987",4,"19","long_lake","adult","22","0.294444444","0.263194444","0.03125","4","0","1","0"
"W486","W","486","R185","R","185","1987",4,"29","long_lake","adult","0","0.249305556","0.252777778","-0.003472222","3","0","1","0"
"W486","W","486","R185","R","185","1987",4,"25","long_lake","adult","7","0.257638889","0.25625","0.001388889","0","0","1","0"
"W486","W","486","R185","R","185","1987",4,"26","long_lake","adult","21","0.269444444","0.255555556","0.013888889","3","0","1","0"
"W493","W","493","B259","B","259","1987",4,"24","south_fetterman","adult","33","0.253472222","0.257638889","-0.004166667","4","0","0","0"
"W493","W","493","B259","B","259","1987",4,"24","south_fetterman","adult","23","0.239583333","0.257638889","-0.018055556","4","0","0","0"
"W493","W","493","B259","B","259","1987",4,"23","south_fetterman","adult","2","0.247916667","0.257638889","-0.009722222","2","0","0","0"
"W496","W","496","W495","W","495","1987",4,"15","south_fetterman","adult","12","0.28125","0.268055556","0.013194444","3","0","0","0"
"W496","W","496","W495","W","495","1987",4,"24","south_fetterman","adult","14","0.284722222","0.257638889","0.027083333","0","0","0","0"
"W496","W","496","W495","W","495","1987",4,"24","south_fetterman","adult","27","0.265972222","0.257638889","0.008333333","1","0","0","0"
"W497","W","497","O29","O","29","1987",4,"24","south_fetterman","adult","25","0.257638889","0.257638889","0","1","0","0","0"
"W497","W","497","O29","O","29","1987",4,"23","south_fetterman","adult","18","0.2375","0.257638889","-0.020138889","4","0","0","0"
"W512","W","512","R117","R","117","1987",4,"24","broken_wing","juven","30","0.281944444","0.257638889","0.024305556","0","0",NA,NA
"W512","W","512","R117","R","117","1987",4,"22","broken_wing","juven","23","0.279166667","0.259027778","0.020138889","4","0",NA,NA
"W512","W","512","R117","R","117","1987",4,"22","broken_wing","juven","25","0.256944444","0.259027778","-0.002083333","4","0",NA,NA
